,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000233476,63851.32,-0.18919863,0.089522096,0.027116507,0.093139108
ENSG00000233503,17.67123748,0.022524934,0.257793012,0.881773995,0.943880368
ENSG00000233527,35.87066268,-0.003732084,0.224255418,0.980563258,0.990184158
ENSG00000233554,21.34875245,-0.037170959,0.249958991,0.808869529,0.907491072
ENSG00000233555,11.86639126,-0.141472308,0.299494509,0.349078846,0.570572032
ENSG00000233585,38.66692313,-0.068985177,0.221546877,0.664583808,0.823397584
ENSG00000233588,35.08511234,-0.091924129,0.228531977,0.56862588,0.758655447
ENSG00000233608,2068.85484,0.666942622,0.129289803,3.34E-08,5.46E-07
ENSG00000233614,9.321341273,0.021657728,0.285034756,0.864452341,0.935003839
ENSG00000233621,40.11762511,-0.013107219,0.21494033,0.932511025,0.968457633
ENSG00000233622,26.4659373,0.01898906,0.235281306,0.907269032,0.955880958
ENSG00000233627,9.902806004,-0.305018135,0.442670429,0.073321096,0.197763191
ENSG00000233630,10.02890795,-0.394515588,0.520402602,0.049824189,0.14880903
ENSG00000233631,89.59748081,-0.082492162,0.180152988,0.581915439,0.768042947
ENSG00000233653,18.89412866,-0.046544199,0.259830123,0.755652081,0.87863792
ENSG00000233673,43.03400289,-0.010157685,0.214802735,0.949359493,0.9767457
ENSG00000233695,10.43847382,-0.126020464,0.309525162,0.344560525,0.566502574
ENSG00000233747,24.90823235,0.119673542,0.272914422,0.447628215,0.66202371
ENSG00000233750,23.49394916,-0.022548826,0.247250112,0.881096035,0.943501897
ENSG00000233757,11.78851206,-0.134492068,0.299398858,0.362360579,0.582645336
ENSG00000233762,544.0894756,-0.057818625,0.104921729,0.557421726,0.751195369
ENSG00000233771,31.66765184,-0.025489215,0.235012105,0.872200547,0.938535971
ENSG00000233786,19.54958483,0.057657842,0.260159981,0.705017119,0.849653246
ENSG00000233822,13.46939504,0.002624431,0.267840925,0.985711264,0.992845421
ENSG00000233830,369.4230389,0.056906486,0.11614095,0.598886847,0.780338151
ENSG00000233837,83.2917749,-0.181729977,0.203170903,0.253370268,0.470034985
ENSG00000233846,37.79303888,-0.005735906,0.219139494,0.96959503,0.985243483
ENSG00000233859,149.5661115,0.407294535,0.176985216,0.007372583,0.033015485
ENSG00000233864,107.6191891,-0.008713206,0.185534151,0.944160973,0.973915314
ENSG00000233868,53.12129754,0.205436184,0.227769971,0.223043322,0.43248358
ENSG00000233870,26.41972879,-0.197943814,0.296330581,0.238385643,0.451317377
ENSG00000233885,7.316016787,-0.125248257,0.318568394,0.31090642,0.533456027
ENSG00000233895,25.57927847,-0.122098138,0.251445935,0.455332358,0.668793328
ENSG00000233901,103.4410158,-0.887108897,0.212677389,3.19E-06,3.61E-05
ENSG00000233913,1607.020576,-0.017166623,0.089286064,0.836130851,0.922144312
ENSG00000233927,3696.05188,-0.054409899,0.104289272,0.587974883,0.772485051
ENSG00000233937,18.33098073,0.226303819,0.31484653,0.192885466,0.393791019
ENSG00000233954,98.47590112,-0.065129303,0.172238394,0.650841997,0.815638398
ENSG00000233961,121.8986286,0.105794023,0.160944092,0.446124472,0.660447239
ENSG00000233966,88.9558682,0.155859787,0.185494782,0.302251083,0.524922454
ENSG00000233991,34.27775948,-0.217449302,0.295437863,0.207428355,0.412223802
ENSG00000233994,50.21390569,0.025647947,0.205720847,0.867217062,0.935843316
ENSG00000234004,80.11049962,0.396333264,0.250642516,0.033164283,0.108821968
ENSG00000234009,560.4185961,-0.016177958,0.12182374,0.880416068,0.943339753
ENSG00000234028,22.81675206,-0.679191569,0.461236489,0.012281108,0.049772227
ENSG00000234042,11.97076108,-0.027358676,0.28055663,0.831450551,0.919794251
ENSG00000234072,47.31523904,-0.151021854,0.216454047,0.353195045,0.574621093
ENSG00000234084,9.44841661,-0.135507079,0.311848533,0.324826244,0.547709886
ENSG00000234106,33.10967359,-0.095011292,0.240829398,0.553981332,0.748138512
ENSG00000234127,904.7250444,0.018420646,0.09590494,0.842085483,0.924761639
ENSG00000234130,24.23610568,-0.005003954,0.239801618,0.972988636,0.986602273
ENSG00000234145,11.48931085,0.327735238,0.455897141,0.066319226,0.183622603
ENSG00000234160,26.74030787,0.042861783,0.257045272,0.777724943,0.891460606
ENSG00000234171,59.90966788,0.018635962,0.191973703,0.90363071,0.954347564
ENSG00000234176,11.3505384,-0.144540894,0.306501185,0.329733416,0.55203456
ENSG00000234225,26.29854789,0.152066769,0.268992692,0.358486172,0.579754094
ENSG00000234231,391.3240572,0.238805831,0.112100345,0.022458638,0.080728514
ENSG00000234241,67.58136141,0.053049337,0.192105816,0.729513188,0.864847551
ENSG00000234268,88.47968224,0.079845251,0.182999634,0.5986664,0.780170206
ENSG00000234284,62.46117438,-0.188061728,0.204357126,0.241195675,0.454630365
ENSG00000234287,856.7164501,0.025958023,0.096524361,0.776305693,0.891201604
ENSG00000234289,65.9965808,0.014744379,0.19024336,0.923545984,0.963548699
ENSG00000234290,37.34478135,-0.237354723,0.283652842,0.183399753,0.381129764
ENSG00000234295,64.73888674,-0.093655148,0.197147122,0.551963586,0.746628713
ENSG00000234297,21.56728612,-0.439519983,0.397854043,0.046146119,0.140443974
ENSG00000234322,72.54919762,-0.231499839,0.204291961,0.152019837,0.33595748
ENSG00000234327,14.75351957,0.120966824,0.283621911,0.427181985,0.644582065
ENSG00000234336,16.2422136,0.008797415,0.26311589,0.952744943,0.977760206
ENSG00000234337,8.369604018,0.13671835,0.326491166,0.253303646,0.469963925
ENSG00000234338,10.8571669,-0.077237387,0.283883217,0.591049703,0.77452135
ENSG00000234354,395.6860318,-0.110735983,0.123574673,0.329359991,0.551959852
ENSG00000234362,17.69541778,0.472229253,0.510275663,0.037359355,0.119325607
ENSG00000234367,14.46373554,-0.007454729,0.26658705,0.957824085,0.980148509
ENSG00000234380,20.05374875,0.104502687,0.265193404,0.505550403,0.709580575
ENSG00000234383,9.144014564,-0.032239349,0.286033487,0.794871768,0.900026736
ENSG00000234390,18.86027657,-0.047791509,0.256635824,0.753477521,0.877132889
ENSG00000234409,10.26071205,0.212524311,0.360243101,0.148314002,0.330461393
ENSG00000234419,30.28546167,-0.146155221,0.261150104,0.373930099,0.594875759
ENSG00000234420,705.5870091,-0.164884966,0.100926504,0.08375011,0.217590406
ENSG00000234432,14.99331948,-0.067911428,0.272316908,0.640604152,0.808907138
ENSG00000234444,165.0787945,-0.158862225,0.157117563,0.241262347,0.45463721
ENSG00000234449,74.2059868,-0.340689296,0.252738983,0.062749514,0.176136214
ENSG00000234456,1540.588231,0.195850292,0.089848521,0.022189662,0.079900115
ENSG00000234459,10.73549502,0.148805034,0.326467189,0.247510239,0.463205242
ENSG00000234465,70.2656838,-0.036811181,0.196524802,0.812117412,0.909746916
ENSG00000234494,37.23091116,-0.205702983,0.256094264,0.235711923,0.447761121
ENSG00000234498,319.8485178,0.050995908,0.125108569,0.652997849,0.81676309
ENSG00000234500,14.25772873,-0.147089325,0.295754889,0.343144191,0.56518087
ENSG00000234513,15.54874363,-0.155139999,0.31222498,0.288756462,0.510886364
ENSG00000234518,55.99466555,-0.063037002,0.195410729,0.681807329,0.835016469
ENSG00000234537,14.71313004,-0.328319346,0.411067062,0.082570055,0.215416126
ENSG00000234545,438.6629565,-0.171476295,0.110599054,0.095413342,0.239015822
ENSG00000234546,55.26563782,-0.308349372,0.240266058,0.082590078,0.215416126
ENSG00000234558,44.62582594,-0.079369854,0.218744852,0.614598115,0.791055554
ENSG00000234585,72.48590925,0.02725635,0.182043899,0.85597425,0.930899032
ENSG00000234589,27.37083759,0.04192055,0.243296661,0.789963928,0.897961736
ENSG00000234608,53.9602298,-0.049155041,0.19990335,0.754184074,0.877410664
ENSG00000234614,20.05528095,-0.08156302,0.265617659,0.592154085,0.775214455
ENSG00000234616,484.4437006,-0.247722021,0.131438732,0.037473448,0.119643967
ENSG00000234618,1153.745067,0.059679241,0.101231669,0.536168997,0.733877169
ENSG00000234630,5.948723234,-0.085318966,0.311324524,0.410088787,0.62993646
ENSG00000234643,17.07666486,-0.054845986,0.260143871,0.718573526,0.857724408
ENSG00000234648,1446.769807,-0.012062774,0.091282747,0.870791538,0.937566911
ENSG00000234664,25.03992232,-0.17734287,0.275058051,0.293499846,0.515441635
ENSG00000234684,66.60877096,-0.420806431,0.239059938,0.021952293,0.079217278
ENSG00000234702,15.12257942,0.145802141,0.292676963,0.349943986,0.571396142
ENSG00000234719,144.0752843,0.130155495,0.169585082,0.364403257,0.584498509
ENSG00000234741,4804.706743,-0.065193716,0.10382652,0.504857259,0.708970306
ENSG00000234742,22.60296706,-0.050534214,0.24734028,0.744757391,0.873100613
ENSG00000234743,59.10304222,0.179578995,0.21734484,0.273842458,0.494633155
ENSG00000234745,4429.041815,-0.24592113,0.088760869,0.003720788,0.018706512
ENSG00000234764,45.26706541,0.107243875,0.217622591,0.506172512,0.709856263
ENSG00000234769,750.5484213,-0.127533542,0.099149471,0.174262883,0.3691686
ENSG00000234771,51.45739519,0.237056865,0.241923086,0.172273998,0.366546061
ENSG00000234779,13.32544306,-0.094574647,0.279992725,0.520914261,0.7210616
ENSG00000234782,64.84343337,0.040272765,0.192726431,0.794996456,0.900106507
ENSG00000234797,6207.061044,0.025317548,0.080195436,0.745779262,0.873730914
ENSG00000234801,15.10924175,0.042581938,0.269194712,0.76822219,0.88633637
ENSG00000234810,21.69790197,0.007785576,0.249234702,0.960847089,0.98142338
ENSG00000234814,152.102755,-0.331464383,0.156737585,0.016022232,0.0614525
ENSG00000234825,116.1642766,-0.194790371,0.168399478,0.174595217,0.36955298
ENSG00000234840,57.85102328,0.008866418,0.214202636,0.957744784,0.980127794
ENSG00000234851,8.726128572,-0.019007828,0.285213262,0.876473985,0.940998982
ENSG00000234882,17.53450841,-0.216204899,0.335183311,0.17941812,0.376200015
ENSG00000234883,18.22072088,-0.33928673,0.394543636,0.081879492,0.21419799
ENSG00000234912,42.13401103,0.085770789,0.221748322,0.595232229,0.777698786
ENSG00000234964,23.34260396,0.151414812,0.268123965,0.360312997,0.581071251
ENSG00000234972,265.3647519,-0.085844599,0.143883485,0.491409313,0.698597377
ENSG00000234975,2262.780023,0.073232588,0.108426386,0.472961584,0.68288361
ENSG00000234978,27.85731937,-0.278848934,0.309221513,0.13518439,0.309323059
ENSG00000234998,7.858491191,-0.035310405,0.287461563,0.773358781,0.888950155
ENSG00000235001,108.329311,0.02756215,0.162561478,0.844153692,0.925432428
ENSG00000235016,8.290691983,-0.061618945,0.287620674,0.639700034,0.808294878
ENSG00000235033,19.40589911,0.483294724,0.433694484,0.037015678,0.118478727
ENSG00000235036,19.45760741,-0.158327898,0.283353262,0.330847172,0.552833233
ENSG00000235043,59.36569526,-0.033287954,0.204181537,0.828204721,0.918354037
ENSG00000235065,30.70062599,0.376942988,0.367499866,0.06611908,0.183374372
ENSG00000235082,52.9599498,-0.07180252,0.204248735,0.65010602,0.815014316
ENSG00000235084,59.54039543,0.034358505,0.197503184,0.825763292,0.9171709
ENSG00000235092,30.94814613,-0.127978044,0.241126387,0.436805773,0.653260215
ENSG00000235098,28.44989121,0.087814819,0.254952983,0.57637622,0.764203863
ENSG00000235105,139.2581583,0.761417097,0.189790709,7.74E-06,8.13E-05
ENSG00000235106,693.3241405,-0.190827306,0.108380852,0.060504135,0.171332635
ENSG00000235109,71.56084006,-1.628776351,0.298556714,2.33E-09,4.50E-08
ENSG00000235162,2076.430344,-0.104560776,0.098645006,0.246642427,0.462099539
ENSG00000235169,18.11193335,-0.312630931,0.365220189,0.101804661,0.251673885
ENSG00000235173,247.1661893,0.009314571,0.142282543,0.943993236,0.973915314
ENSG00000235174,5388.161344,0.06647975,0.082402942,0.410692848,0.6305142
ENSG00000235180,15.5043308,-0.62787715,0.583410233,0.020957413,0.076240514
ENSG00000235194,132.8261903,-0.227082908,0.160989045,0.102464673,0.252787828
ENSG00000235217,120.0606774,-0.573135756,0.18187297,0.00033786,0.002373889
ENSG00000235238,382.6215877,-0.236200555,0.131056489,0.048661401,0.146329599
ENSG00000235245,14.72740573,-0.053926809,0.26778436,0.712869405,0.854099985
ENSG00000235254,111.3651602,0.164457735,0.175332219,0.263050616,0.481162573
ENSG00000235257,27.13957911,-0.568800029,0.415858907,0.020145174,0.073966662
ENSG00000235272,106.3763476,0.107945848,0.164103003,0.443408303,0.658276231
ENSG00000235314,18.60442888,0.782281792,0.494313231,0.008434839,0.036839989
ENSG00000235316,34.58074919,-0.101404307,0.230167638,0.531374599,0.730080756
ENSG00000235363,35.32356449,0.082338888,0.224307599,0.609966308,0.788027467
ENSG00000235370,22.96657331,-0.085432329,0.258974441,0.582132177,0.768126229
ENSG00000235373,60.8804756,-0.384579794,0.234847349,0.033269678,0.109054625
ENSG00000235374,21.62975473,0.144688311,0.282456745,0.36149362,0.582065404
ENSG00000235376,14.07946199,-0.094743836,0.275745126,0.528837635,0.728045573
ENSG00000235381,12.51431443,-0.045822007,0.272994161,0.745841531,0.873730914
ENSG00000235385,25.75327978,-0.13254912,0.296629289,0.364413477,0.584498509
ENSG00000235386,53.70684042,-0.506304731,0.258334461,0.010628452,0.044414426
ENSG00000235398,152.3917219,0.104201738,0.171799979,0.465696168,0.676649764
ENSG00000235411,8.191529458,0.083384536,0.293974239,0.527753536,0.72697524
ENSG00000235423,46.70500675,-0.469391603,0.299855911,0.024407334,0.086238901
ENSG00000235428,97.08514974,0.268864569,0.193398836,0.087955922,0.225581443
ENSG00000235437,334.8463449,0.113445618,0.115894363,0.287356803,0.509070613
ENSG00000235438,10.85540314,-0.064813615,0.280846639,0.640359858,0.808783273
ENSG00000235453,9.685347895,-0.070622479,0.290820833,0.581425519,0.767847301
ENSG00000235454,37.68724954,0.152149941,0.23308835,0.361066115,0.581828649
ENSG00000235459,90.82485215,-0.176571094,0.183370329,0.240071538,0.453176547
ENSG00000235477,98.54913022,-0.08942719,0.182155475,0.547833552,0.743587603
ENSG00000235486,16.1563449,0.075516733,0.27029061,0.612900563,0.789878079
ENSG00000235501,116.0437244,0.503952585,0.185137194,0.00161629,0.009256024
ENSG00000235505,30.07298848,-0.342055185,0.353003951,0.081835189,0.214160277
ENSG00000235508,251.4425139,-0.041286323,0.153003608,0.756301735,0.878920104
ENSG00000235513,28.18729264,-1.995452973,0.429445176,1.66E-07,2.40E-06
ENSG00000235531,437.1959611,-0.105294414,0.12193615,0.349166537,0.57063199
ENSG00000235552,3893.882169,-0.08754195,0.080676184,0.271190664,0.491501612
ENSG00000235554,54.0810963,-0.047985951,0.1993909,0.757257438,0.879641943
ENSG00000235555,9.353342026,-0.117317273,0.302828741,0.392951628,0.613662309
ENSG00000235563,9.344856246,-0.247876314,0.418871374,0.06308535,0.176806277
ENSG00000235565,13.35724483,-0.039212011,0.27384548,0.772644261,0.88849807
ENSG00000235587,19.13381395,-0.020114627,0.253782467,0.894495524,0.950143863
ENSG00000235609,159.3411305,-0.153714121,0.147737771,0.239288366,0.45238896
ENSG00000235618,62.37629847,0.005774362,0.194431051,0.969491826,0.985243483
ENSG00000235636,130.9541095,0.299600154,0.195243958,0.058585388,0.167461781
ENSG00000235649,137.0757131,-1.054506784,0.200441766,1.18E-08,2.05E-07
ENSG00000235652,107.572369,-0.394221926,0.20719103,0.019120288,0.071116158
ENSG00000235655,2831.350292,-0.175075734,0.080249545,0.022662299,0.081302101
ENSG00000235677,7.188252202,0.035369508,0.299273329,0.724965966,0.861981313
ENSG00000235683,17.53153151,0.148495711,0.288969553,0.348727004,0.570250602
ENSG00000235703,104.1789359,-0.145594448,0.186002209,0.334767888,0.556760995
ENSG00000235706,33.3853941,-0.047593349,0.224628529,0.763456554,0.883750085
ENSG00000235720,83.0683722,-0.20157226,0.198022848,0.200906901,0.403906836
ENSG00000235734,158.2121491,-0.455160152,0.172956879,0.002551161,0.013622607
ENSG00000235750,113.9376314,2.211342396,0.401478341,1.18E-09,2.37E-08
ENSG00000235770,38.45963819,-0.038875466,0.23408324,0.80074138,0.902792387
ENSG00000235776,80.54916888,0.027496867,0.178068409,0.853996277,0.929759291
ENSG00000235790,9.247210316,-0.083371301,0.302452804,0.473304023,0.682980051
ENSG00000235821,6.829043294,-0.031316523,0.298674144,0.753845504,0.877312609
ENSG00000235823,42.67715493,-0.541283048,0.295836042,0.011839629,0.048342381
ENSG00000235847,22.08960492,0.263111739,0.380010651,0.110196069,0.266746493
ENSG00000235859,27.61529521,0.023826136,0.2340038,0.882064529,0.944008701
ENSG00000235863,179.7036318,0.492276759,0.161827053,0.000636503,0.004151557
ENSG00000235865,68.67202158,-0.595736153,0.313883225,0.007741006,0.034442287
ENSG00000235878,41.57341534,-0.130859662,0.244835071,0.422556989,0.640317365
ENSG00000235884,28.25091315,-0.147984095,0.260631225,0.371829153,0.592214647
ENSG00000235890,11.25597812,-0.030789783,0.283318999,0.806576549,0.906476902
ENSG00000235904,20.05852423,0.025001404,0.253837099,0.870491631,0.937419411
ENSG00000235912,24.21631716,0.134857834,0.257720265,0.41314826,0.632582004
ENSG00000235919,11.0678643,-0.073311016,0.281154469,0.60167532,0.782800534
ENSG00000235927,33.23628755,1.006546565,0.34764252,0.000291365,0.002089668
ENSG00000235944,48.07040231,-0.348841432,0.253493576,0.061727507,0.173986025
ENSG00000235946,10.95085541,-0.382504429,0.528434408,0.045712742,0.139483117
ENSG00000235954,110.6566912,-0.152049453,0.172930229,0.294855214,0.51705591
ENSG00000235957,34.62298186,-0.09522115,0.237230136,0.550280291,0.745160081
ENSG00000235961,69.38538243,-0.36703796,0.244512047,0.044323215,0.135959385
ENSG00000235997,349.7850002,0.542521837,0.422182716,0.021696133,0.078514834
ENSG00000235999,79.33353131,-0.085510743,0.18830304,0.571831845,0.761524739
ENSG00000236013,9.564660032,0.72840071,0.823660233,0.016633996,0.063301491
ENSG00000236015,10.25353253,-0.047878945,0.283751826,0.712665307,0.854099985
ENSG00000236017,30.81472012,-0.085367454,0.240015362,0.592773218,0.775718682
ENSG00000236029,48.11465235,0.725306403,0.345571003,0.003807554,0.019084921
ENSG00000236058,154.9393157,-0.018807859,0.15934366,0.891678726,0.948608983
ENSG00000236060,357.5893777,0.538572186,0.130489574,7.82E-06,8.21E-05
ENSG00000236083,18.27372419,0.028583846,0.25360358,0.852083532,0.929359532
ENSG00000236088,89.59380932,0.124497415,0.190240319,0.41639548,0.63509782
ENSG00000236090,35.54581298,0.2978307,0.365999909,0.104733874,0.256782889
ENSG00000236104,391.7548359,-0.610311879,0.119038143,6.24E-08,9.69E-07
ENSG00000236138,8.85560562,0.05311175,0.289881023,0.672106339,0.828636565
ENSG00000236144,99.47263121,0.358853324,0.192153054,0.024563361,0.086550646
ENSG00000236199,14.12721169,0.166269389,0.303783964,0.292859991,0.514971859
ENSG00000236204,22.41725584,-0.132830769,0.262952135,0.415769998,0.634843949
ENSG00000236233,7.491848196,-0.156529714,0.327518894,0.254432289,0.471215072
ENSG00000236255,36.04810907,-0.758698133,0.374821641,0.003865376,0.019328042
ENSG00000236257,14.52130004,-0.175717281,0.323294485,0.238342564,0.4512873
ENSG00000236264,52.90720956,0.282861536,0.232632526,0.105611377,0.25825031
ENSG00000236287,909.6522837,-0.223842367,0.092164447,0.010838408,0.045036108
ENSG00000236296,12.20419527,0.156414494,0.314352272,0.283525632,0.504588796
ENSG00000236304,25.36750389,-0.16704926,0.266553593,0.321170049,0.544058195
ENSG00000236333,276.5630771,-0.216373467,0.138829488,0.082829613,0.215663673
ENSG00000236349,72.48150305,-0.116145978,0.185411784,0.441572571,0.656472113
ENSG00000236360,23.42721836,0.073967611,0.246645725,0.642771518,0.81004147
ENSG00000236383,10.05035265,-0.189010153,0.332462693,0.216215264,0.424099813
ENSG00000236397,64.12689164,-0.05846634,0.204967204,0.705754523,0.850286902
ENSG00000236404,28.517585,-0.375672859,0.354782104,0.066059545,0.183301155
ENSG00000236423,9.750621256,-0.016097598,0.277624535,0.902940138,0.954227873
ENSG00000236431,10.2856204,-0.153426804,0.321918047,0.265793747,0.484577944
ENSG00000236432,36.05361315,0.02131775,0.224302427,0.894030145,0.949850542
ENSG00000236438,73.18907077,-0.680571271,0.247989793,0.000821962,0.005163241
ENSG00000236439,1071.66132,-0.164970644,0.12039952,0.136447822,0.311509622
ENSG00000236493,13.34208107,-0.093447552,0.283034859,0.520742058,0.720967315
ENSG00000236496,9.312358617,-0.041155884,0.282656551,0.753038181,0.877026807
ENSG00000236534,266.8575933,-0.170296782,0.14313231,0.175463956,0.370672074
ENSG00000236537,14.87658097,-0.108726518,0.286220068,0.457796913,0.670652127
ENSG00000236539,15.07985307,0.202250259,0.346589645,0.169738953,0.363022794
ENSG00000236540,42.60880663,0.328264591,0.267286494,0.080077553,0.210379464
ENSG00000236548,40.87438241,0.61135846,0.332504664,0.008710426,0.037783124
ENSG00000236552,3066.706458,-0.018126106,0.091144738,0.844472113,0.925561959
ENSG00000236562,8.288853619,-0.00450994,0.286024719,0.969700042,0.985243483
ENSG00000236565,50.31852108,0.013606973,0.204679843,0.930624677,0.967321813
ENSG00000236570,12.23089849,0.113958198,0.292774588,0.430830312,0.647298556
ENSG00000236575,111.1289794,0.093412979,0.16644011,0.511681834,0.713482752
ENSG00000236603,157.0031422,0.002469069,0.153419045,0.985924328,0.992864086
ENSG00000236609,174.498588,-0.376130746,0.16591632,0.009146081,0.039272537
ENSG00000236624,28.78681444,-0.201686395,0.26543166,0.244725579,0.459857982
ENSG00000236671,8.690905323,-0.164024478,0.328282645,0.244409199,0.459367505
ENSG00000236675,612.2133435,-0.001505989,0.099929781,0.985703677,0.992845421
ENSG00000236679,34.42271756,-0.41363639,0.321804662,0.046352899,0.140892437
ENSG00000236682,38.01136519,-0.281782459,0.281665828,0.127176116,0.296351422
ENSG00000236686,23.55174281,0.626476766,0.424305137,0.014784895,0.057636062
ENSG00000236698,261.4988205,0.235099072,0.12784068,0.042291515,0.131247361
ENSG00000236735,8.761035,0.063840006,0.303402894,0.534551575,0.732751131
ENSG00000236739,257.454199,0.58267085,0.161030796,5.93E-05,0.000503542
ENSG00000236753,41.3518918,0.089966896,0.221060414,0.578417285,0.76550345
ENSG00000236761,37.04888532,0.177307802,0.265656252,0.295007461,0.517268234
ENSG00000236773,23.03228791,0.099518791,0.25743535,0.532396756,0.730642237
ENSG00000236778,23.56401087,-0.265445498,0.317630822,0.146546846,0.327642658
ENSG00000236792,14.01882454,0.231672881,0.346587917,0.163314827,0.353357197
ENSG00000236801,43.57067367,0.180532762,0.229161996,0.283769811,0.504823763
ENSG00000236809,14.66087008,0.039045926,0.272678319,0.782633022,0.893545517
ENSG00000236814,66.44608365,0.055542508,0.186869334,0.714222414,0.854778178
ENSG00000236824,71.12477627,-0.353727688,0.285545845,0.064533631,0.17993954
ENSG00000236829,8.041505902,-0.091423235,0.299605934,0.47244036,0.682444501
ENSG00000236830,13.22199739,-0.038700118,0.270420358,0.785809725,0.895755079
ENSG00000236841,13.51221664,-0.055899312,0.277799977,0.685513547,0.837063282
ENSG00000236859,58.67072981,-0.160193419,0.206781415,0.317032504,0.540136683
ENSG00000236861,7.092210592,-0.138972307,0.324580783,0.272353172,0.492642424
ENSG00000236871,32.09958035,-0.353865601,0.341609882,0.076016262,0.202368604
ENSG00000236875,16.83487953,-0.092649499,0.285767432,0.512387812,0.714167139
ENSG00000236876,262.5367587,-0.197659523,0.143311982,0.119358796,0.283023085
ENSG00000236882,10.31941852,0.41806638,0.605120255,0.033534467,0.109749164
ENSG00000236901,18.85561408,-0.009575733,0.27405986,0.9385257,0.971390944
ENSG00000236914,13.0071731,-0.242851322,0.360990718,0.1419638,0.320199949
ENSG00000236933,219.2182392,-0.261124526,0.150584221,0.048756379,0.146508425
ENSG00000236943,95.03494817,0.101461174,0.185391677,0.500798717,0.705876982
ENSG00000236992,17.8766707,0.052088262,0.267698482,0.721633368,0.859558414
ENSG00000237036,103.0943423,0.277698832,0.178797514,0.064784274,0.18039594
ENSG00000237037,242.4423756,-0.566099895,0.147414376,2.71E-05,0.000252011
ENSG00000237039,367.3764503,-0.160375062,0.13554913,0.187732864,0.386888689
ENSG00000237094,299.4084608,-0.221562793,0.122216027,0.049163119,0.147436055
ENSG00000237118,19.10243279,-0.151210181,0.281271379,0.350472977,0.571922274
ENSG00000237126,17.32906049,0.620468601,0.52882628,0.019864006,0.073222621
ENSG00000237149,58.88384699,-0.737059946,0.287895205,0.001153526,0.006931182
ENSG00000237172,670.3285428,-0.526150851,0.120170047,2.91E-06,3.31E-05
ENSG00000237187,532.2036449,-0.423792998,0.128411118,0.000339706,0.002385851
ENSG00000237188,32.02762721,0.017045409,0.226891671,0.915643337,0.960011171
ENSG00000237190,217.9658563,0.29726546,0.140576573,0.018551372,0.069323594
ENSG00000237214,331.0833775,-0.013544793,0.125050215,0.908368576,0.956261935
ENSG00000237234,40.75790749,-0.683969611,0.326561985,0.0042391,0.020913227
ENSG00000237238,52.29307653,-0.089160378,0.217165468,0.573262135,0.762695077
ENSG00000237248,6.158396825,-0.111473625,0.32633896,0.279372329,0.500138582
ENSG00000237264,400.2551735,0.174765659,0.125144598,0.124715491,0.292424171
ENSG00000237276,14.30876498,0.385631715,0.463429047,0.057675307,0.165430244
ENSG00000237296,246.2076544,0.034648434,0.127654079,0.767162947,0.885692958
ENSG00000237298,32.01070437,-0.050985154,0.227962237,0.74822977,0.874418792
ENSG00000237310,17.0862254,-0.209204001,0.307954438,0.220958129,0.429594787
ENSG00000237350,286.4464822,-0.050833561,0.121545297,0.64932008,0.814521244
ENSG00000237356,17.62128939,-0.068745793,0.268780335,0.642635178,0.81004147
ENSG00000237357,11.28004881,-0.042698432,0.281532918,0.744627361,0.873100613
ENSG00000237399,14.70041504,0.048822952,0.270477947,0.735426069,0.868321787
ENSG00000237415,27.65563972,-0.127100833,0.25809354,0.434165815,0.650895742
ENSG00000237424,34.51040569,0.181487691,0.24610977,0.286665227,0.508279498
ENSG00000237438,22.34286656,0.001735009,0.249521233,0.994077658,0.997116987
ENSG00000237440,74.26578087,-0.419572177,0.255154071,0.026816168,0.092351345
ENSG00000237441,860.3646211,0.017138096,0.093320043,0.848225396,0.927348397
ENSG00000237476,12.19377932,0.236669104,0.351297109,0.158419406,0.345645995
ENSG00000237489,27.29570169,-0.191190933,0.269218097,0.26585886,0.484643414
ENSG00000237491,40.93377653,-0.258592407,0.28812268,0.152351087,0.336404822
ENSG00000237493,106.7261036,0.082901874,0.168965924,0.564180676,0.755977313
ENSG00000237499,10.06851616,0.404121816,0.533789279,0.047262238,0.143002735
ENSG00000237506,2142.181819,-0.069068034,0.085482028,0.417807588,0.636257546
ENSG00000237510,27.2445878,0.069736605,0.248483228,0.658936687,0.820506697
ENSG00000237522,8.807636938,-0.083016854,0.297365998,0.508615807,0.71117937
ENSG00000237523,129.2556421,0.022120802,0.160862479,0.872965714,0.938750663
ENSG00000237533,36.23938385,-0.191619739,0.258500973,0.261469846,0.479333133
ENSG00000237543,57.66980832,-0.227771798,0.269137871,0.191160265,0.391762875
ENSG00000237550,6511.599522,0.010073368,0.074901735,0.904452761,0.954549953
ENSG00000237611,13.10550021,-0.038484943,0.285279386,0.754745863,0.87776891
ENSG00000237613,10.02890795,-0.394515588,0.520402602,0.049824189,0.14880903
ENSG00000237624,35.89804006,0.27632172,0.275071783,0.131592777,0.303447788
ENSG00000237649,22.49659381,-0.080816827,0.252259394,0.608132485,0.787100244
ENSG00000237666,7.621823804,-0.031559853,0.290936116,0.787562557,0.896460095
ENSG00000237669,6.353012435,-0.092723426,0.306899331,0.433551548,0.650386107
ENSG00000237682,13.14571163,-0.024984287,0.271222855,0.857788318,0.931848853
ENSG00000237683,130.1201076,-0.207874494,0.189127069,0.174774318,0.369665277
ENSG00000237697,127.0035844,1.985320313,0.197291659,5.11E-25,4.87E-23
